-15,-15,225,220,1.59,-15,-14,225,220,1.66,-15,-13,225,220,1.83,-15,-12,225,220,2.31,-15,-11,225,220,2.09,-15,-10,225,220,1.60,-15,-9,225,220,2.50,-15,-8,225,220,1.52,-15,-7,225,220,2.13,-15,-6,225,220,2.49,-15,-5,225,220,2.43,-15,-4,225,220,1.95,-15,-3,225,220,1.75,-15,-2,225,220,2.24,-15,-1,225,220,1.70,-15,1,225,220,2.08,-15,2,225,220,2.47,-15,3,225,220,1.69,-15,4,225,220,1.99,-15,5,225,220,2.16,-15,6,225,220,1.63,-15,7,225,220,2.13,-15,8,225,220,2.25,-15,9,225,220,1.55,-15,10,225,220,1.96,-15,11,225,220,1.90,-15,12,225,220,2.08,-15,13,225,220,1.99,-15,14,225,220,2.19,-15,15,225,220,1.83
-14,-15,225,220,2.40,-14,-14,225,220,1.70,-14,-13,225,220,2.04,-14,-12,225,220,2.36,-14,-11,225,220,1.73,-14,-10,225,220,2.04,-14,-9,225,220,1.60,-14,-8,225,220,2.19,-14,-7,225,220,1.60,-14,-6,225,220,2.23,-14,-5,225,220,1.95,-14,-4,225,220,1.97,-14,-3,225,220,1.59,-14,-2,225,220,2.47,-14,-1,225,220,2.26,-14,1,225,220,1.71,-14,2,225,220,2.22,-14,3,225,220,1.60,-14,4,225,220,2.12,-14,5,225,220,2.30,-14,6,225,220,1.89,-14,7,225,220,2.36,-14,8,225,220,2.03,-14,9,225,220,1.85,-14,10,225,220,1.75,-14,11,225,220,2.00,-14,12,225,220,2.43,-14,13,225,220,2.13,-14,14,225,220,2.01,-14,15,225,220,1.82
-13,-15,225,220,1.75,-13,-14,225,220,1.69,-13,-13,225,220,1.77,-13,-12,225,220,2.49,-13,-11,225,220,2.17,-13,-10,225,220,1.55,-13,-9,225,220,2.06,-13,-8,225,220,2.11,-13,-7,225,220,2.36,-13,-6,225,220,1.80,-13,-5,225,220,1.62,-13,-4,225,220,1.58,-13,-3,225,220,2.34,-13,-2,225,220,2.11,-13,-1,225,220,1.89,-13,1,225,220,2.03,-13,2,225,220,2.16,-13,3,225,220,1.68,-13,4,225,220,2.45,-13,5,225,220,1.76,-13,6,225,220,1.86,-13,7,225,220,1.84,-13,8,225,220,1.79,-13,9,225,220,1.69,-13,10,225,220,2.13,-13,11,225,220,2.29,-13,12,225,220,2.44,-13,13,225,220,1.89,-13,14,225,220,1.75,-13,15,225,220,2.11
-12,-15,225,220,1.93,-12,-14,225,220,1.64,-12,-13,225,220,1.96,-12,-12,225,220,1.81,-12,-11,225,220,2.31,-12,-10,225,220,2.32,-12,-9,225,220,2.30,-12,-8,225,220,2.02,-12,-7,225,220,2.23,-12,-6,225,220,1.58,-12,-5,225,220,2.36,-12,-4,225,220,1.87,-12,-3,225,220,2.35,-12,-2,225,220,1.63,-12,-1,225,220,2.45,-12,1,225,220,2.37,-12,2,225,220,2.13,-12,3,225,220,1.96,-12,4,225,220,1.70,-12,5,225,220,2.27,-12,6,225,220,2.46,-12,7,225,220,1.86,-12,8,225,220,2.46,-12,9,225,220,1.95,-12,10,225,220,1.64,-12,11,225,220,2.46,-12,12,225,220,2.08,-12,13,225,220,2.35,-12,14,225,220,2.02,-12,15,225,220,2.42
-11,-15,225,220,2.04,-11,-14,225,220,2.04,-11,-13,225,220,1.90,-11,-12,225,220,1.90,-11,-11,225,220,1.74,-11,-10,225,220,2.04,-11,-9,225,220,2.07,-11,-8,225,220,1.75,-11,-7,225,220,2.32,-11,-6,225,220,2.31,-11,-5,225,220,2.45,-11,-4,225,220,2.24,-11,-3,225,220,2.22,-11,-2,225,220,1.65,-11,-1,225,220,2.32,-11,1,225,220,2.00,-11,2,225,220,1.53,-11,3,225,220,1.85,-11,4,225,220,1.53,-11,5,225,220,2.35,-11,6,225,220,2.15,-11,7,225,220,2.38,-11,8,225,220,2.22,-11,9,225,220,1.62,-11,10,225,220,2.28,-11,11,225,220,1.81,-11,12,225,220,1.68,-11,13,225,220,1.60,-11,14,225,220,2.04,-11,15,225,220,1.50
-10,-15,225,220,2.41,-10,-14,225,220,1.89,-10,-13,225,220,1.69,-10,-12,225,220,1.65,-10,-11,225,220,1.57,-10,-10,225,220,1.58,-10,-9,225,220,1.89,-10,-8,225,220,1.73,-10,-7,225,220,2.40,-10,-6,225,220,2.09,-10,-5,225,220,2.46,-10,-4,225,220,1.86,-10,-3,225,220,1.87,-10,-2,225,220,1.56,-10,-1,225,220,1.73,-10,1,225,220,2.34,-10,2,225,220,1.57,-10,3,225,220,2.41,-10,4,225,220,2.32,-10,5,225,220,2.30,-10,6,225,220,1.98,-10,7,225,220,2.02,-10,8,225,220,2.48,-10,9,225,220,1.77,-10,10,225,220,1.63,-10,11,225,220,1.84,-10,12,225,220,2.17,-10,13,225,220,2.35,-10,14,225,220,1.87,-10,15,225,220,1.95
-9,-15,225,220,1.78,-9,-14,225,220,1.95,-9,-13,225,220,2.11,-9,-12,225,220,1.88,-9,-11,225,220,2.37,-9,-10,225,220,1.55,-9,-9,225,220,2.13,-9,-8,225,220,1.88,-9,-7,225,220,1.54,-9,-6,225,220,2.24,-9,-5,225,220,1.50,-9,-4,225,220,1.79,-9,-3,225,220,2.26,-9,-2,225,220,1.91,-9,-1,225,220,2.21,-9,1,225,220,1.86,-9,2,225,220,1.68,-9,3,225,220,1.64,-9,4,225,220,2.21,-9,5,225,220,2.29,-9,6,225,220,2.08,-9,7,225,220,2.11,-9,8,225,220,2.28,-9,9,225,220,1.81,-9,10,225,220,1.52,-9,11,225,220,2.26,-9,12,225,220,1.83,-9,13,225,220,1.55,-9,14,225,220,2.16,-9,15,225,220,2.34
-8,-15,225,220,1.77,-8,-14,225,220,2.48,-8,-13,225,220,2.04,-8,-12,225,220,2.01,-8,-11,225,220,1.55,-8,-10,225,220,1.93,-8,-9,225,220,1.60,-8,-8,225,220,2.19,-8,-7,225,220,2.18,-8,-6,225,220,2.24,-8,-5,225,220,1.89,-8,-4,225,220,1.52,-8,-3,225,220,2.30,-8,-2,225,220,1.73,-8,-1,225,220,2.31,-8,1,225,220,2.09,-8,2,225,220,2.20,-8,3,225,220,2.23,-8,4,225,220,1.73,-8,5,225,220,2.33,-8,6,225,220,2.25,-8,7,225,220,2.46,-8,8,225,220,1.65,-8,9,225,220,1.94,-8,10,225,220,2.40,-8,11,225,220,1.64,-8,12,225,220,1.98,-8,13,225,220,2.20,-8,14,225,220,2.49,-8,15,225,220,1.93
-7,-15,225,220,1.60,-7,-14,225,220,1.63,-7,-13,225,220,1.84,-7,-12,225,220,2.44,-7,-11,225,220,2.22,-7,-10,225,220,1.65,-7,-9,225,220,1.95,-7,-8,225,220,2.42,-7,-7,225,220,2.07,-7,-6,225,220,1.72,-7,-5,225,220,1.76,-7,-4,225,220,1.63,-7,-3,225,220,2.42,-7,-2,225,220,1.54,-7,-1,225,220,2.12,-7,1,225,220,1.56,-7,2,225,220,1.54,-7,3,225,220,2.50,-7,4,225,220,2.48,-7,5,225,220,2.29,-7,6,225,220,2.45,-7,7,225,220,1.59,-7,8,225,220,1.96,-7,9,225,220,2.19,-7,10,225,220,1.61,-7,11,225,220,1.82,-7,12,225,220,1.72,-7,13,225,220,2.20,-7,14,225,220,1.68,-7,15,225,220,2.40
-6,-15,225,220,2.16,-6,-14,225,220,1.61,-6,-13,225,220,2.05,-6,-12,225,220,1.73,-6,-11,225,220,2.34,-6,-10,225,220,2.26,-6,-9,225,220,2.31,-6,-8,225,220,1.91,-6,-7,225,220,2.09,-6,-6,225,220,1.98,-6,-5,225,220,2.17,-6,-4,225,220,2.33,-6,-3,225,220,1.96,-6,-2,225,220,1.58,-6,-1,225,220,1.52,-6,1,225,220,1.90,-6,2,225,220,1.64,-6,3,225,220,2.20,-6,4,225,220,1.84,-6,5,225,220,1.77,-6,6,225,220,2.35,-6,7,225,220,1.80,-6,8,225,220,2.45,-6,9,225,220,2.45,-6,10,225,220,2.30,-6,11,225,220,2.30,-6,12,225,220,1.80,-6,13,225,220,2.04,-6,14,225,220,1.53,-6,15,225,220,1.70
