-15,-15,675,60,2.14,-15,-14,675,60,2.19,-15,-13,675,60,2.39,-15,-12,675,60,1.64,-15,-11,675,60,2.04,-15,-10,675,60,2.19,-15,-9,675,60,1.61,-15,-8,675,60,2.38,-15,-7,675,60,2.50,-15,-6,675,60,2.45,-15,-5,675,60,1.56,-15,-4,675,60,2.47,-15,-3,675,60,2.13,-15,-2,675,60,2.10,-15,-1,675,60,1.83,-15,1,675,60,2.13,-15,2,675,60,2.26,-15,3,675,60,1.57,-15,4,675,60,2.34,-15,5,675,60,2.49,-15,6,675,60,2.29,-15,7,675,60,1.74,-15,8,675,60,1.93,-15,9,675,60,2.16,-15,10,675,60,1.57,-15,11,675,60,2.41,-15,12,675,60,2.11,-15,13,675,60,1.54,-15,14,675,60,1.57,-15,15,675,60,1.63
-14,-15,675,60,2.11,-14,-14,675,60,2.24,-14,-13,675,60,2.01,-14,-12,675,60,2.04,-14,-11,675,60,1.71,-14,-10,675,60,1.97,-14,-9,675,60,2.32,-14,-8,675,60,1.66,-14,-7,675,60,1.89,-14,-6,675,60,2.37,-14,-5,675,60,2.21,-14,-4,675,60,2.26,-14,-3,675,60,2.08,-14,-2,675,60,1.94,-14,-1,675,60,2.07,-14,1,675,60,2.21,-14,2,675,60,1.72,-14,3,675,60,2.38,-14,4,675,60,2.24,-14,5,675,60,2.31,-14,6,675,60,1.96,-14,7,675,60,2.41,-14,8,675,60,2.01,-14,9,675,60,1.64,-14,10,675,60,2.05,-14,11,675,60,2.27,-14,12,675,60,1.72,-14,13,675,60,1.70,-14,14,675,60,1.54,-14,15,675,60,2.40
-13,-15,675,60,1.75,-13,-14,675,60,2.40,-13,-13,675,60,1.94,-13,-12,675,60,1.96,-13,-11,675,60,2.38,-13,-10,675,60,1.92,-13,-9,675,60,1.74,-13,-8,675,60,1.72,-13,-7,675,60,1.64,-13,-6,675,60,2.26,-13,-5,675,60,1.70,-13,-4,675,60,1.60,-13,-3,675,60,1.92,-13,-2,675,60,2.24,-13,-1,675,60,2.28,-13,1,675,60,1.79,-13,2,675,60,1.81,-13,3,675,60,2.20,-13,4,675,60,2.14,-13,5,675,60,1.92,-13,6,675,60,2.49,-13,7,675,60,2.29,-13,8,675,60,1.71,-13,9,675,60,1.51,-13,10,675,60,2.10,-13,11,675,60,2.47,-13,12,675,60,1.89,-13,13,675,60,2.07,-13,14,675,60,2.04,-13,15,675,60,2.48
-12,-15,675,60,1.74,-12,-14,675,60,1.53,-12,-13,675,60,2.17,-12,-12,675,60,1.72,-12,-11,675,60,1.81,-12,-10,675,60,1.59,-12,-9,675,60,1.82,-12,-8,675,60,1.82,-12,-7,675,60,2.03,-12,-6,675,60,2.18,-12,-5,675,60,2.07,-12,-4,675,60,1.79,-12,-3,675,60,2.20,-12,-2,675,60,2.06,-12,-1,675,60,1.86,-12,1,675,60,1.94,-12,2,675,60,1.67,-12,3,675,60,1.89,-12,4,675,60,1.82,-12,5,675,60,2.11,-12,6,675,60,2.11,-12,7,675,60,2.48,-12,8,675,60,2.15,-12,9,675,60,1.91,-12,10,675,60,2.47,-12,11,675,60,2.31,-12,12,675,60,2.34,-12,13,675,60,2.22,-12,14,675,60,1.56,-12,15,675,60,2.27
-11,-15,675,60,2.20,-11,-14,675,60,2.26,-11,-13,675,60,2.46,-11,-12,675,60,1.96,-11,-11,675,60,2.25,-11,-10,675,60,2.09,-11,-9,675,60,2.05,-11,-8,675,60,2.23,-11,-7,675,60,2.40,-11,-6,675,60,2.05,-11,-5,675,60,2.18,-11,-4,675,60,1.93,-11,-3,675,60,1.55,-11,-2,675,60,2.35,-11,-1,675,60,2.11,-11,1,675,60,2.16,-11,2,675,60,2.39,-11,3,675,60,1.87,-11,4,675,60,1.55,-11,5,675,60,2.14,-11,6,675,60,1.80,-11,7,675,60,2.34,-11,8,675,60,2.49,-11,9,675,60,2.29,-11,10,675,60,1.94,-11,11,675,60,1.83,-11,12,675,60,2.14,-11,13,675,60,1.94,-11,14,675,60,1.84,-11,15,675,60,2.34
-10,-15,675,60,2.14,-10,-14,675,60,2.25,-10,-13,675,60,1.72,-10,-12,675,60,1.50,-10,-11,675,60,1.60,-10,-10,675,60,2.23,-10,-9,675,60,1.71,-10,-8,675,60,1.51,-10,-7,675,60,2.18,-10,-6,675,60,1.52,-10,-5,675,60,1.56,-10,-4,675,60,2.34,-10,-3,675,60,1.62,-10,-2,675,60,2.45,-10,-1,675,60,2.42,-10,1,675,60,2.28,-10,2,675,60,1.96,-10,3,675,60,1.68,-10,4,675,60,2.27,-10,5,675,60,2.18,-10,6,675,60,2.10,-10,7,675,60,1.77,-10,8,675,60,2.32,-10,9,675,60,1.92,-10,10,675,60,2.42,-10,11,675,60,1.83,-10,12,675,60,1.77,-10,13,675,60,1.99,-10,14,675,60,1.95,-10,15,675,60,1.78
-9,-15,675,60,2.03,-9,-14,675,60,2.02,-9,-13,675,60,1.99,-9,-12,675,60,2.11,-9,-11,675,60,2.45,-9,-10,675,60,1.88,-9,-9,675,60,2.32,-9,-8,675,60,2.25,-9,-7,675,60,1.63,-9,-6,675,60,2.03,-9,-5,675,60,1.82,-9,-4,675,60,2.07,-9,-3,675,60,1.61,-9,-2,675,60,2.22,-9,-1,675,60,2.39,-9,1,675,60,1.74,-9,2,675,60,2.37,-9,3,675,60,1.95,-9,4,675,60,1.54,-9,5,675,60,1.51,-9,6,675,60,2.41,-9,7,675,60,1.83,-9,8,675,60,2.01,-9,9,675,60,1.68,-9,10,675,60,2.00,-9,11,675,60,2.07,-9,12,675,60,2.17,-9,13,675,60,2.14,-9,14,675,60,2.20,-9,15,675,60,2.25
-8,-15,675,60,2.18,-8,-14,675,60,1.75,-8,-13,675,60,1.90,-8,-12,675,60,2.04,-8,-11,675,60,2.10,-8,-10,675,60,2.12,-8,-9,675,60,1.94,-8,-8,675,60,2.08,-8,-7,675,60,2.26,-8,-6,675,60,1.55,-8,-5,675,60,2.25,-8,-4,675,60,1.93,-8,-3,675,60,1.86,-8,-2,675,60,2.25,-8,-1,675,60,2.25,-8,1,675,60,1.74,-8,2,675,60,1.88,-8,3,675,60,2.49,-8,4,675,60,1.69,-8,5,675,60,1.70,-8,6,675,60,1.67,-8,7,675,60,2.39,-8,8,675,60,1.99,-8,9,675,60,2.02,-8,10,675,60,1.78,-8,11,675,60,1.94,-8,12,675,60,2.26,-8,13,675,60,1.77,-8,14,675,60,1.73,-8,15,675,60,2.31
-7,-15,675,60,2.47,-7,-14,675,60,2.03,-7,-13,675,60,1.80,-7,-12,675,60,1.85,-7,-11,675,60,2.42,-7,-10,675,60,2.20,-7,-9,675,60,1.93,-7,-8,675,60,1.85,-7,-7,675,60,2.09,-7,-6,675,60,2.05,-7,-5,675,60,1.91,-7,-4,675,60,2.13,-7,-3,675,60,1.83,-7,-2,675,60,2.04,-7,-1,675,60,2.02,-7,1,675,60,2.27,-7,2,675,60,2.07,-7,3,675,60,2.22,-7,4,675,60,1.64,-7,5,675,60,1.89,-7,6,675,60,2.29,-7,7,675,60,1.84,-7,8,675,60,1.82,-7,9,675,60,1.87,-7,10,675,60,1.92,-7,11,675,60,2.01,-7,12,675,60,1.72,-7,13,675,60,1.83,-7,14,675,60,1.78,-7,15,675,60,1.60
-6,-15,675,60,1.88,-6,-14,675,60,1.84,-6,-13,675,60,2.04,-6,-12,675,60,2.02,-6,-11,675,60,1.85,-6,-10,675,60,1.66,-6,-9,675,60,2.11,-6,-8,675,60,2.32,-6,-7,675,60,1.61,-6,-6,675,60,1.91,-6,-5,675,60,2.03,-6,-4,675,60,1.88,-6,-3,675,60,1.83,-6,-2,675,60,1.72,-6,-1,675,60,2.10,-6,1,675,60,1.64,-6,2,675,60,1.96,-6,3,675,60,2.37,-6,4,675,60,2.31,-6,5,675,60,1.66,-6,6,675,60,2.24,-6,7,675,60,2.17,-6,8,675,60,2.17,-6,9,675,60,2.01,-6,10,675,60,1.65,-6,11,675,60,2.49,-6,12,675,60,2.08,-6,13,675,60,2.19,-6,14,675,60,1.75,-6,15,675,60,2.47
